peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_option_id,peer_assignment_review_schema_part_option_text,peer_assignment_review_schema_part_option_score
"B7quoNEDEeW86A4dl3pnEQ@4","f5615126-c42e-42d6-9238-c5028e441fdd","d8ecf760-9a5b-4218-9ed7-06222c110fc4","<co-content><text>The ratings included one of likelihood or impact</text></co-content>",1
"tWcp8yKUEeacfQqKnSvi7Q@2","BlKY8xk3E7XHARXEGsuPY6","C7pARafIQTx5wXioQLRTJd","<co-content><text>At least 2 criteria were provided for all user stories</text></co-content>",5
"9rsJSfeCEeWJoRIC9GAuIw@5","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@4","731ed779-42fb-4a74-a9d6-11261018b2a0","52c3eb79-0858-4bed-88ec-a2fcbc42f7e7","<co-content><text>Bad</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@8","b557bab7-f065-4943-ef08-a9a5b3504dcd","Yes","Yes",1
"9rsJSfeCEeWJoRIC9GAuIw@3","b32d6130-07e7-49ef-f76d-6628578479e4","No","No",0
"9xYhwPeCEeWfIgr8kiI5JQ@1","01396a3c-f367-4296-81a3-30aac1fbfbfb","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@2","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","No","No",0
"25sis86eEeWljg6vNXStKQ@3","9990b547-ab7a-4618-8469-ccfeda4721a7","Yes","Yes",5
"9voOH_eCEeWSPQpVZJn7FQ@7","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","af9436c9-af12-45d7-b769-fb32eb03f178","<co-content><text>Bad - The interpretation identified 1 thing that can be interpreted from the burndown</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@6","d3c2244b-953e-4b2f-94dd-82fb1494e73c","86e4c092-1fe6-4616-b82c-ffba74ebb27c","<co-content><text>No high risk-low priority user stories remained in the backlog</text></co-content>",0
"9JWR-PeCEeWcIwpe-uKM9Q@1","e79dfc4b-645b-44c4-e259-dd6de1221ff0","Yes","Yes",1
"9LQVjveCEeWJoRIC9GAuIw@2","5170a520-2a40-4f58-f6dc-6012f83360ef","d683e88a-c346-41e1-fae8-9404efb2ee1f","<co-content><text>The ratings included both likelihood and impact</text></co-content>",2
"em6s9NEVEeWlfA7f_IUrbw@6","b557bab7-f065-4943-ef08-a9a5b3504dcd","No","No",0
"ZqZRCtTbEeWHOA7t0uQ0Ww@8","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","2f5adaba-a78f-4c6d-a0b6-e2d6ac64ffef","<co-content><text>Rarely</text></co-content>",1
"B7quoNEDEeW86A4dl3pnEQ@7","d682cd56-300e-4641-d842-519d4bd48250","97e91ba8-cf6e-4e58-a7d4-d8e01fd7feab","<co-content><text>None of the risks had reasonable contingency plans</text></co-content>",0
"vvT88ChQEeaLEw5C-qNm0w@4","8e97d2ee-5f9b-4605-83b7-83bc74def75d","Yes","Yes",1
"dGK4i9AXEeWJ8go9jrGl7Q@2","85d1392d-59b7-4a24-e12c-9ceda086b9db","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@6","00c7154f-e334-4802-800e-908d76a8ae4a","No","No",0
"4qyWSs6NEeWzWQ7wuWBg7Q@3","c5d2e20b-ef1a-43f0-c34a-dff68517d111","0d18a54a-97b5-41d6-c20f-9971f3ef201a","<co-content><text>Most of the risks had reasonable contingency plans</text></co-content>",2
"wTlH0ChQEeaOBAr7VGzUHw@1","3e231bf7-cd64-471e-a7f8-085e542ae274","48fdd3c7-12a8-412f-b8a2-1f63603625e4","<co-content><text>Not complete</text></co-content>",0
"wTlH0ChQEeaOBAr7VGzUHw@4","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","No","No",0
"wTlH0ChQEeaOBAr7VGzUHw@1","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@3","8ed85c84-05f2-4e43-a092-71288c01482d","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@7","8ed85c84-05f2-4e43-a092-71288c01482d","No","No",0
"wTlH0ChQEeaOBAr7VGzUHw@2","d201f007-3c1a-4a49-cb67-205a2acc37e4","No","No",0
"9hRB5feCEeWJoRIC9GAuIw@4","731ed779-42fb-4a74-a9d6-11261018b2a0","ee9dc9a2-f06f-445d-acc5-3f7c0bcadbb9","<co-content><text>Not complete </text></co-content>",0
"wTlH0ChQEeaOBAr7VGzUHw@1","3e231bf7-cd64-471e-a7f8-085e542ae274","e6050174-854f-4a6c-be05-2085861debe8","<co-content><text>Excellent - The interpretation identifies at least 3 things that can be interpreted from the burndown.</text></co-content>",3
"wTlH0ChQEeaOBAr7VGzUHw@2","d201f007-3c1a-4a49-cb67-205a2acc37e4","Yes","Yes",1
"9rsJSfeCEeWJoRIC9GAuIw@5","d201f007-3c1a-4a49-cb67-205a2acc37e4","Yes","Yes",1
"AI8CcM6REeWRcgrL75b_bQ@8","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","Yes","Yes",2
"wGJvpShQEea5Nw6WU2nKtw@2","9990b547-ab7a-4618-8469-ccfeda4721a7","lng5K-P7yHK4QorEGF--xa","<co-content><text>Excellent Effort - Learner provided a complete representation of the product and included necessary details.</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@13","3e231bf7-cd64-471e-a7f8-085e542ae274","99a2b0d0-519a-44de-9026-2c0ee1200f43","<co-content><text>Good - The interpretation identifies 2 things that can be interpreted from the burndown.</text></co-content>",2
"wL5LqChQEeaoPRIBqlhr5Q@2","3002b144-a8b4-4692-f822-7b56b8897564","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@7","3e231bf7-cd64-471e-a7f8-085e542ae274","f4fb4409-8f5a-4dba-98b9-8ba4e705f48f","<co-content><text>Bad - The interpretation identifies 1 thing that can be interpreted from the burndown.</text></co-content>",1
"9l-i1veCEeWoVw4RkdPOvQ@1","41c3a084-cd57-4a2f-af00-a6a28b81c814","Yes","Yes",5
"8jzkN86PEeWyxApSRqwlWw@4","5d48005e-49d4-4571-f3e2-aa78264afb99","Yes","Yes",1
"7T_9jdGpEeWHOA7t0uQ0Ww@3","01396a3c-f367-4296-81a3-30aac1fbfbfb","Yes","Yes",1
"8jzkN86PEeWyxApSRqwlWw@5","5dd044b1-5290-4605-c525-769cb0689cd1","No","No",0
"-xK13dEPEeW3igq7kvt3qw@4","279aae26-0c26-4b91-98bc-6fa6865f7b56","24c6794f-245a-4706-885c-0b4fbd579480","<co-content><text>None of the suggested user stories were added to Sprint 3</text></co-content>",0
"vufdjihQEeaLEw5C-qNm0w@4","88ab4e9b-96cd-485e-e687-e7ffc93bac76","No","No",0
"9JWR-PeCEeWcIwpe-uKM9Q@1","e0e554aa-ddd4-4451-9643-15c091940bc8","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@4","3e231bf7-cd64-471e-a7f8-085e542ae274","f4fb4409-8f5a-4dba-98b9-8ba4e705f48f","<co-content><text>Bad</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@9","b557bab7-f065-4943-ef08-a9a5b3504dcd","Yes","Yes",1
"NYjqqtESEeWR0RIE1vRpDw@7","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","6676e606-ea17-4bb3-8125-5ebfa4ae3a8e","<co-content><text>Rarely</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@11","5a46ec77-fd00-4ecc-c241-d931b7df0233","No","No",0
"9p1IYveCEeWwOA4X7vTG_Q@1","b74ebca3-c5a8-4453-ab04-19bb1b037123","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@8","f7823a36-be3b-455e-c2cd-50d776c198ab","No","No",0
"tWcp8yKUEeacfQqKnSvi7Q@2","BlKY8xk3E7XHARXEGsuPY6","zakN5RvO9Km5sGlVQvVqpy","<co-content><text>None of the user stories had 2 criteria provided</text></co-content>",0
"wCZRVyhQEeaeOg6Hp9hnyw@1","1a94c437-1f44-4b95-cf6c-c0f505f859a2","254b7ad0-6561-4047-ae7b-d60a0cf2579d","<co-content><text>All high risk-high priority user stories appear in Sprint 1</text></co-content>",4
"wIEbqihQEeaQAQovE5D5Iw@2","q85W2JjzG0tIIBsP8w1pAO","BE36dnfk9bK_Xiw4VNuZG-","<co-content><text>Most of the time</text></co-content>",2
"P3kcYs6CEeW6bA4RgCmm0Q@4","e0e554aa-ddd4-4451-9643-15c091940bc8","No","No",0
"wXYC7ShQEeaGtw7VJ4hX6w@2","632c7dae-874a-402e-edea-3ce05c3fc5d0","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@6","632c7dae-874a-402e-edea-3ce05c3fc5d0","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@9","c1b6a522-563b-45e0-87d8-4f21b096df7e","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@4","3e231bf7-cd64-471e-a7f8-085e542ae274","99a2b0d0-519a-44de-9026-2c0ee1200f43","<co-content><text>Good - The interpretation identifies two things that can be interpreted from the burndown.</text></co-content>",2
"ZqZRCtTbEeWHOA7t0uQ0Ww@7","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","8847fc31-b69f-4ab9-cb11-835a91ad9c5a","<co-content><text>Learner didn’t identify any issues and/or solutions</text></co-content>",0
"AI8CcM6REeWRcgrL75b_bQ@10","6f178c21-4486-4778-a98f-c6342191366b","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@2","b32d6130-07e7-49ef-f76d-6628578479e4","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@2","8ae0dce8-688e-4646-9cb8-1713bd596bde","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@6","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","6f9d5e59-b6a0-4194-d0c0-1737084a338c","<co-content><text>Good</text></co-content>",2
"4qyWSs6NEeWzWQ7wuWBg7Q@4","aa0b75af-bcea-46f8-82d6-cace74c06316","8d964f97-8bbf-490c-9a7a-57f3820f850e","<co-content><text>The learner provided 1 additional risk</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@4","e452af33-9bb0-4aa2-80c0-480f21e1a915","No","No",0
"9JWR-PeCEeWcIwpe-uKM9Q@2","e0e554aa-ddd4-4451-9643-15c091940bc8","Yes","Yes",1
"-xK13dEPEeW3igq7kvt3qw@2","365079e6-4b20-4cc9-e9e1-b36f4c418e4d","889cc114-7a43-432e-f1aa-f7abccf158e1","<co-content><text>3 of the suggested user stories were removed from Sprint 3</text></co-content>",3
"nqhqtdAbEeWJ8go9jrGl7Q@5","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","No","No",0
"wPvw6ihQEeaGtw7VJ4hX6w@1","d682cd56-300e-4641-d842-519d4bd48250","622d05a2-6e2e-4383-f7e9-d79457e4ceda","<co-content><text>All the risks had reasonable contingency plans</text></co-content>",2
"dGK4i9AXEeWJ8go9jrGl7Q@2","731ed779-42fb-4a74-a9d6-11261018b2a0","ee9dc9a2-f06f-445d-acc5-3f7c0bcadbb9","<co-content><text>Not complete</text></co-content>",0
"em6s9NEVEeWlfA7f_IUrbw@9","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","af9436c9-af12-45d7-b769-fb32eb03f178","<co-content><text>Bad</text></co-content>",1
"4qyWSs6NEeWzWQ7wuWBg7Q@6","c5d2e20b-ef1a-43f0-c34a-dff68517d111","199476ea-87b8-4566-a432-82fe254bcc97","<co-content><text>None of the risks had reasonable contingency plans</text></co-content>",0
"nqhqtdAbEeWJ8go9jrGl7Q@6","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","No","No",0
"9n-Hi_eCEeWYNAoGmttnCw@1","7c7daa59-56e5-4c20-969d-8995a0d2e786","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@8","145582d0-0803-4947-ba47-5e58afa111e3","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@5","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","No","No",0
"25sis86eEeWljg6vNXStKQ@5","153c7945-2cf5-47e5-debc-41f541798c8b","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@9","R6Fuf4nRm7w9ybZ1PhyR0c","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@8","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","No","No",0
"9hRB5feCEeWJoRIC9GAuIw@4","85d1392d-59b7-4a24-e12c-9ceda086b9db","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@3","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","2aad8634-8970-4533-952a-5e43ec755975","<co-content><text>Excellent</text></co-content>",3
"wJGWByhQEea9ZhJKQvAauw@2","e5362de2-eb75-422d-85ce-8332f2ced35d","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@3","8ed85c84-05f2-4e43-a092-71288c01482d","Yes","Yes",1
"9hRB5feCEeWJoRIC9GAuIw@4","0540208b-9ad2-430e-cb2c-82b189325e8f","Yes","Yes",1
"9kBa5PeCEeWcIwpe-uKM9Q@2","3002b144-a8b4-4692-f822-7b56b8897564","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@4","9ff63e4e-58bf-4632-ff60-e611f447322a","Yes","Yes",1
"-xK13dEPEeW3igq7kvt3qw@3","365079e6-4b20-4cc9-e9e1-b36f4c418e4d","70302c3d-8d32-47c6-963c-ea273e90e235","<co-content><text>All suggested user stories were removed from Sprint 3</text></co-content>",4
"P3kcYs6CEeW6bA4RgCmm0Q@7","88ab4e9b-96cd-485e-e687-e7ffc93bac76","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@1","860961d0-dfba-4f98-9c29-20ca931553c9","Yes","Yes",1
"vufdjihQEeaLEw5C-qNm0w@5","e1f46608-d516-459a-d399-07d8ffbd6e04","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@3","9ff63e4e-58bf-4632-ff60-e611f447322a","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@12","351fc057-68fc-464f-a8c8-a974ff1977ac","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@7","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","No","No",0
"9cdbFPeCEeWYNAoGmttnCw@3","820fe52a-ece5-4051-fe12-353e3c5110a8","Yes","Yes",1
"9JWR-PeCEeWcIwpe-uKM9Q@2","96a3451f-045c-4179-899a-c8d30459027e","Yes","Yes",1
"4qyWSs6NEeWzWQ7wuWBg7Q@3","c5d2e20b-ef1a-43f0-c34a-dff68517d111","d9598ae9-34a6-4e8d-c078-37f3f39410a2","<co-content><text>All the risks had reasonable contingency plans</text></co-content>",3
"wZQR5yhQEeaLEw5C-qNm0w@2","01396a3c-f367-4296-81a3-30aac1fbfbfb","Yes","Yes",1
"dGK4i9AXEeWJ8go9jrGl7Q@2","0540208b-9ad2-430e-cb2c-82b189325e8f","No","No",0
"vwXGHChQEeaeOg6Hp9hnyw@2","vNEGLD-JOaoptGVYmtvlwP","No","No",0
"vufdjihQEeaLEw5C-qNm0w@5","88ab4e9b-96cd-485e-e687-e7ffc93bac76","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@9","88ab4e9b-96cd-485e-e687-e7ffc93bac76","Yes","Yes",1
"o40uFM6MEeW4gBJQzjtgDw@3","bad69d98-9b8f-4478-ae93-9d7b262568ad","No","No",0
"9LQVjveCEeWJoRIC9GAuIw@2","c5d2e20b-ef1a-43f0-c34a-dff68517d111","0d18a54a-97b5-41d6-c20f-9971f3ef201a","<co-content><text>Most of the risks had reasonable contingency plans</text></co-content>",2
"4qyWSs6NEeWzWQ7wuWBg7Q@3","aa0b75af-bcea-46f8-82d6-cace74c06316","5a97faa8-3bbf-4f1d-e39f-c73cab25926c","<co-content><text>The learner did not provide additional risks</text></co-content>",0
"9voOH_eCEeWSPQpVZJn7FQ@8","632c7dae-874a-402e-edea-3ce05c3fc5d0","Yes","Yes",1
"vufdjihQEeaLEw5C-qNm0w@1","e19ec481-e159-4ae3-a1f1-e6e0601bed88","Yes","Yes",1
"wL5LqChQEeaoPRIBqlhr5Q@2","3002b144-a8b4-4692-f822-7b56b8897564","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@9","7e609c48-6601-45c3-f916-f3408cdbf4e6","No","No",0
"4qyWSs6NEeWzWQ7wuWBg7Q@7","c5d2e20b-ef1a-43f0-c34a-dff68517d111","d9598ae9-34a6-4e8d-c078-37f3f39410a2","<co-content><text>All the risks had reasonable contingency plans</text></co-content>",3
"P3kcYs6CEeW6bA4RgCmm0Q@8","e0e554aa-ddd4-4451-9643-15c091940bc8","No","No",0
"wIEbqihQEeaQAQovE5D5Iw@3","O2n4gBBNV0YKSvOuIwAkbk","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@13","5a54b003-0907-4259-f9f9-2e1573a7612a","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@9","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","ba934ad1-e982-470a-f3fe-5d19797e0158","<co-content><text>Not complete</text></co-content>",0
"4qyWSs6NEeWzWQ7wuWBg7Q@6","5170a520-2a40-4f58-f6dc-6012f83360ef","d683e88a-c346-41e1-fae8-9404efb2ee1f","<co-content><text>The ratings included both likelihood and impact</text></co-content>",2
"wOQjKihQEeaoPRIBqlhr5Q@1","41c3a084-cd57-4a2f-af00-a6a28b81c814","hqCL86YJb3CkYlz5hY9ysL","<co-content><text>Satisfactory Effort - 2 pieces of feedback are provided</text></co-content>",3
"9voOH_eCEeWSPQpVZJn7FQ@7","632c7dae-874a-402e-edea-3ce05c3fc5d0","No","No",0
"9LQVjveCEeWJoRIC9GAuIw@4","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","cb75b6a3-fda2-49a3-b9ca-edd01b371f8c","<co-content><text>None of the risks were present in the Risk Plan</text></co-content>",0
"P3kcYs6CEeW6bA4RgCmm0Q@11","e79dfc4b-645b-44c4-e259-dd6de1221ff0","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@9","a28d01b1-da29-4973-c680-683e42768daa","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@11","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","2aad8634-8970-4533-952a-5e43ec755975","<co-content><text>Excellent - The interpretation identified at least 3 things that can be interpreted from the burndown</text></co-content>",3
"9kBa5PeCEeWcIwpe-uKM9Q@2","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","No","No",0
"wL5LqChQEeaoPRIBqlhr5Q@1","40f90a7f-a9eb-4365-f59c-126de570b33d","49e90e66-962e-4adc-f89a-c531de125cbf","<co-content><text>All remaining high priority user stories appear in Sprint 2</text></co-content>",3
"wRv7mChQEeaVWgodRB5guQ@2","b74ebca3-c5a8-4453-ab04-19bb1b037123","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@2","a28d01b1-da29-4973-c680-683e42768daa","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@3","3e231bf7-cd64-471e-a7f8-085e542ae274","f4fb4409-8f5a-4dba-98b9-8ba4e705f48f","<co-content><text>Bad</text></co-content>",1
"B7quoNEDEeW86A4dl3pnEQ@5","7c7daa59-56e5-4c20-969d-8995a0d2e786","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@11","9ff63e4e-58bf-4632-ff60-e611f447322a","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@10","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","2aad8634-8970-4533-952a-5e43ec755975","<co-content><text>Excellent</text></co-content>",3
"o40uFM6MEeW4gBJQzjtgDw@4","8e97d2ee-5f9b-4605-83b7-83bc74def75d","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@7","a66764d6-9126-4a91-debc-7cfd1fc72f49","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@5","145582d0-0803-4947-ba47-5e58afa111e3","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@6","5a46ec77-fd00-4ecc-c241-d931b7df0233","No","No",0
"AI8CcM6REeWRcgrL75b_bQ@9","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","Yes","Yes",2
"dn6ZfdEIEeWR0RIE1vRpDw@4","b90065ed-3ec0-4899-b895-2a94f0f5a187","No","No",0
"8jzkN86PEeWyxApSRqwlWw@3","d3c2244b-953e-4b2f-94dd-82fb1494e73c","86e4c092-1fe6-4616-b82c-ffba74ebb27c","<co-content><text>No high risk-low priority user stories remained in the backlog</text></co-content>",0
"dn6ZfdEIEeWR0RIE1vRpDw@2","d201f007-3c1a-4a49-cb67-205a2acc37e4","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@2","a28d01b1-da29-4973-c680-683e42768daa","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@11","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@8","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","6f9d5e59-b6a0-4194-d0c0-1737084a338c","<co-content><text>Good - The interpretation identified 2 things that can be interpreted from the burndown</text></co-content>",2
"-xK13dEPEeW3igq7kvt3qw@6","3b016d76-5374-4e09-92cd-fefeb005fb92","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@2","b557bab7-f065-4943-ef08-a9a5b3504dcd","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@4","731ed779-42fb-4a74-a9d6-11261018b2a0","e59be66a-431d-49b9-c712-249651487bb4","<co-content><text>Good</text></co-content>",2
"dn6ZfdEIEeWR0RIE1vRpDw@3","183bef19-6058-4c31-ad07-4338d162e635","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@13","f7823a36-be3b-455e-c2cd-50d776c198ab","No","No",0
"9p1IYveCEeWwOA4X7vTG_Q@1","279aae26-0c26-4b91-98bc-6fa6865f7b56","24c6794f-245a-4706-885c-0b4fbd579480","<co-content><text>None of the suggested user stories were added to Sprint 3</text></co-content>",0
"nqhqtdAbEeWJ8go9jrGl7Q@5","3002b144-a8b4-4692-f822-7b56b8897564","No","No",0
"wVhBSyhQEeaVWgodRB5guQ@1","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","6676e606-ea17-4bb3-8125-5ebfa4ae3a8e","<co-content><text>Rarely</text></co-content>",1
"9cdbFPeCEeWYNAoGmttnCw@4","1a94c437-1f44-4b95-cf6c-c0f505f859a2","81470fe9-f749-4fd4-b731-e9a55b9d7f2e","<co-content><text>3 high risk-high priority user stories appear in Sprint 1</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@10","c1b6a522-563b-45e0-87d8-4f21b096df7e","Yes","Yes",1
"9rsJSfeCEeWJoRIC9GAuIw@2","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@8","b90065ed-3ec0-4899-b895-2a94f0f5a187","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@4","00c7154f-e334-4802-800e-908d76a8ae4a","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@4","145582d0-0803-4947-ba47-5e58afa111e3","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@2","00c7154f-e334-4802-800e-908d76a8ae4a","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@13","632c7dae-874a-402e-edea-3ce05c3fc5d0","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@5","96a3451f-045c-4179-899a-c8d30459027e","Yes","Yes",1
"9rsJSfeCEeWJoRIC9GAuIw@2","b32d6130-07e7-49ef-f76d-6628578479e4","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@4","a28d01b1-da29-4973-c680-683e42768daa","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@1","5a54b003-0907-4259-f9f9-2e1573a7612a","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@2","6e259284-46d7-43d9-ea0d-03794de8b978","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@1","183bef19-6058-4c31-ad07-4338d162e635","No","No",0
"-xK13dEPEeW3igq7kvt3qw@2","365079e6-4b20-4cc9-e9e1-b36f4c418e4d","96324672-c7dc-4171-b180-68aa0b0b5010","<co-content><text>2 of the suggested user stories were removed from Sprint 3</text></co-content>",2
"8jzkN86PEeWyxApSRqwlWw@4","d3c2244b-953e-4b2f-94dd-82fb1494e73c","6a7b5c61-6b41-463c-eaea-19163d3d3f0b","<co-content><text>All high risk-low priority user stories remained in the backlog</text></co-content>",2
"wCZRVyhQEeaeOg6Hp9hnyw@1","5d48005e-49d4-4571-f3e2-aa78264afb99","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@1","7e609c48-6601-45c3-f916-f3408cdbf4e6","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@4","b557bab7-f065-4943-ef08-a9a5b3504dcd","Yes","Yes",1
"vufdjihQEeaLEw5C-qNm0w@3","e1f46608-d516-459a-d399-07d8ffbd6e04","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@13","5a46ec77-fd00-4ecc-c241-d931b7df0233","No","No",0
"9ffhC_eCEeWkJA7vZIsK9Q@4","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","No","No",0
"vufdjihQEeaLEw5C-qNm0w@5","145582d0-0803-4947-ba47-5e58afa111e3","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@8","b90065ed-3ec0-4899-b895-2a94f0f5a187","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@5","6e259284-46d7-43d9-ea0d-03794de8b978","No","No",0
"9cdbFPeCEeWYNAoGmttnCw@3","d3c2244b-953e-4b2f-94dd-82fb1494e73c","86e4c092-1fe6-4616-b82c-ffba74ebb27c","<co-content><text>No high risk-low priority user stories remained in the backlog</text></co-content>",0
"dn6ZfdEIEeWR0RIE1vRpDw@7","c1b6a522-563b-45e0-87d8-4f21b096df7e","No","No",0
"B7quoNEDEeW86A4dl3pnEQ@3","d682cd56-300e-4641-d842-519d4bd48250","9c79a00d-00a7-406a-8418-32ae740ca2fe","<co-content><text>Some of the risks were missing contingency plans </text></co-content>",1
"wCZRVyhQEeaeOg6Hp9hnyw@2","820fe52a-ece5-4051-fe12-353e3c5110a8","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@7","351fc057-68fc-464f-a8c8-a974ff1977ac","Yes","Yes",1
"wL5LqChQEeaoPRIBqlhr5Q@1","40f90a7f-a9eb-4365-f59c-126de570b33d","80c60228-2f62-435f-8933-5f9f802943db","<co-content><text>1 remaining high priority user stories appear in Sprint 2</text></co-content>",1
"4qyWSs6NEeWzWQ7wuWBg7Q@2","5170a520-2a40-4f58-f6dc-6012f83360ef","b866b1fe-c557-4d2a-f9f3-3e86d944ccfc","<co-content><text>No ratings were provided</text></co-content>",0
"AI8CcM6REeWRcgrL75b_bQ@3","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","Yes","Yes",2
"dn6ZfdEIEeWR0RIE1vRpDw@2","9ff63e4e-58bf-4632-ff60-e611f447322a","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@6","d201f007-3c1a-4a49-cb67-205a2acc37e4","Yes","Yes",1
"wJGWByhQEea9ZhJKQvAauw@2","f5816992-712c-4af5-e608-10eddf73749e","Yes","Yes",1
"wOQjKihQEeaoPRIBqlhr5Q@1","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","8847fc31-b69f-4ab9-cb11-835a91ad9c5a","<co-content><text>Learner didn’t identify any issues and/or solutions</text></co-content>",0
