discussion_question_id,ualberta_discussions_user_id,discussion_question_title,discussion_question_details,discussion_question_context_type,course_id,course_module_id,course_item_id,discussion_forum_id,country_cd,group_id,discussion_question_created_ts,discussion_question_updated_ts
"l3IJ1vdsEeWs9Q5ernAFuQ",c45e1023d68fd779ce5d6009cdb0520598a5e34c,"Help on Reviewing Reqs","<co-content><text>Hi,</text><text>I'm having some difficulties on performing the review of the requirements. Is there any supplemental materials where I can find help over the definitions of Complete, clear, etc...?</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","axsNt","","","","",2016-03-31 18:15:47.403,2016-06-09 07:52:57.219
"Mo1-y_FBEeWPKQpBKpg03Q",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Greetings from a non-programmer in Philadelphia","<co-content><text>I'm Judith, and this is not entirely true - I have been a SAS analytical programmer - but not ever a developer or programmer in the senses used in this course. I have a strong background in project management and have been a stakeholder on many software projects, so I thought this would be fun to learn. I've never done a requirements technical review so this ought to be a challenge for me!   :) </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 21:50:02.797,2016-06-09 07:46:05.163
"il3_6fCJEeWfwAohgaM63Q",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Requirements Guidelines?","<co-content><text>Is there some target range of the number of requirements for this assignment? I'm not sure how detailed this ought to be. (I'm a SAS analytics programmer, not a developer. This course is the first time I've ever done anything like this). Thanks for some guidance!</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","NEjg6","","","","",2016-03-22 23:55:22.727,2016-06-09 07:45:14.654
"T-jtm_qeEeWRJQquNiz-Jw",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Proposed Solution is (Still) Locked","<co-content><text>I submitted my Release Plan assignment on Sunday and graded three others the same day. I am heading out of town and need to see the proposed solution so I can complete the upcoming assignments (Iteration Plan and Wireframes). I'm not sure what is holding this up. Thanks, Judith</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-04 19:49:15.711,2016-06-09 07:56:25.127
"lwJaGvFBEeWkUAr_DMJ5Lw",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Never done a requirements technical review before","<co-content><text>...and I am not a programmer either. I read the few pages in the course materials but I don't feel very confident. Can someone please point me to another resource that might be helpful before I try to add value to someone elses work? Thanks in advance!  Judith</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","axsNt","","","","",2016-03-23 21:52:51.335,2016-06-09 07:46:05.20
"aRO7-AZQEeaHBA6TeOVQuw",8449eb049cf23b58beb6c9cf069b1b66764c9881,"What program did you use for your burndown chart? Excel oddity","<co-content><text>I decided to do a stacked bat chart so I could show work done and work remaining, only to discover that my version of Excel would not allow me to add a prediction or trend line to a stacked bar chart. I wound up printing out the chart and drawing the line in by hand. Are there other solutions in Excel, or did people use different programs? Thanks, Judith</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-19 17:01:51.143,2016-06-09 08:09:09.914
"CIpUhQdFEeaHBA6TeOVQuw",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Assignment 6.5 Reloading","<co-content><text>When I click on shareable link, I get bounced over to peer grading and do not get a shareable link. I'm leaving on vacation tomorrow (Thursday) at 7 AM and will not be back until the morning of May 2. I have completed all my assignments and am just waiting on this one. I failed it the first time I submitted so I am anxious about the results. Is there any way to check that it was reloaded properly? Thanks, Judith</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","VUcbW","","","","",2016-04-20 22:12:55.88,2016-06-09 08:10:13.99
"h4YyBgZeEeaGrhI0SW4tcQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"5.13 Grading Oddity","<co-content><text>On the list of assignments, I see 12/16 and a red x and 0 next to this assignment and the peer grading step, but when I click on them I see that I received full credit for the assignment and have graded sufficient peer assignments. Then when I click out I temporarily see a 14/16, that reverts to the 12/16. I'm leaving on vacation Thursday and hope I can get this cleared up before I go. Thanks in advance!</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-19 18:42:55.179,2016-06-09 08:09:14.153
"xmUPsQWQEea14gr3JS7EtQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Assignment 5.10 No Edit Button?","<co-content><text>I misinterpreted the assignment and started off with the original story points, then added the new ones in. So I redid my burndown but now I don't see any way to delete the erroneous one and upload the corrected one. Thanks in advance! Judith</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-18 18:10:04.332,2016-06-09 08:08:07.188
"_Df-i_3JEeWlQw7xlSHNnQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Assignment 5.8 snafu","<co-content><text>I prematurely submitted this assignment before checking it, so I tried to edit. I could not get the PdF to \"go away\" and return to the interactive tool. It still shows as ready to be graded. Is there some way to fix this? I'm not sire what I'm doing wrong. I clicked edit button, clicked on x by my submitted PDF, it seemed to go away, but I could not get to tool. when I refresh or back out and in, the PDF is still there. I did this today, April 8, 2016. Thanks in advance. Judith</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-08 20:39:26.645,2016-06-09 07:59:56.218
"4K3aWQD7EeazBxIp-OtAdw",8449eb049cf23b58beb6c9cf069b1b66764c9881,"Assignment 5.9: highlighted User Stories","<co-content><text>4 US in goldenrod color, 3 US in yellow. Not sure why the two different sets are highlighted. I don't want to be missing anything. Thanks for your help! Judith</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-12 22:14:08.766,2016-06-09 08:03:39.803
"7M3H3SAgEeaHYQrA6vK1PQ",632e8ff945a1b572b3d9d039ac1701ad8de91c7e,"Ventsislav Buhlev (Sofia, Bulgaria)","<co-content><text>Greetings to anyone participating in this specialisation.</text><text>My name is Ventsi, I am software developer with 8 years of professional experience and I want to broaden my knowledge on the subject with this specialisation. I believe that this will help me with my day to day responsibilities as well as my personal projects.</text><text>I am happy with the content so far and I want to complete the capstone :)</text><text>Other than this I enjoy working on myself with sports and meditation.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-22 13:27:26.533,2016-06-09 08:34:32.001
"fTw3zjsREeaVABKtWz_zNw",632e8ff945a1b572b3d9d039ac1701ad8de91c7e,"Time well spent","<co-content><text><strong>What I have learned.</strong></text><text>As a software developer with around 8 years of professional experience I have learned a lot of useful stuff, that is hard to write all of them. The most important thing is that I was able to apply a lot of them in the field and they impacted my work directly.</text><text><strong>Favourite parts.</strong></text><text>Software development processes and methodologies.</text><text>Requirements elicitation.</text><text>Risk planning and management.</text><text>Estimation and planning.</text><text>Project retrospectives.</text><text><strong>Overall experience.</strong></text><text>I am happy to finish this specialisation. Everything was good and I learned a lot of new stuff, but to be honest I got little bored at the end.</text><text><strong>Things to improve.</strong></text><text>Some of the courses in the specialisation could include more assignments. Some of them had only quizzes and felt incomplete to me.</text><text><strong>Great thanks to the course staff !</strong></text><text>\\n</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-06-25 20:14:58.296,2016-06-25 20:14:58.296
"DKEiqTsJEeaIhBLoYw6bKw",6ca09c340e4f7574ab87c56bbf33e8c38ebe6573,"Loved it!","<co-content><text>  On the whole I would say that my experience was great! I learned many different viewpoints and analysis methods by working together with people from various backgrounds with different skill sets. I thought the learning tutorials were pretty spot on and the additional resources materials provided were helpful not just with the course, but also with my daily work. I'd definitely recommend this course to others considering a future in Product.\\n</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-06-25 19:14:33.401,2016-06-25 19:14:33.401
"ztx2IxVqEeaAVhLVpQtKaw",6ca09c340e4f7574ab87c56bbf33e8c38ebe6573,"Agile Business Analyst/Product Owner here!","<co-content><text>Hello everyone! </text><text>I'm an Agile BA and Product Owner who has advised clients in various industries during my career as an IT consultant. I relish the challenges that come with working with multiple stakeholders and guiding a concept from inception to reality. My primary motivation for taking the course is to organize, collect and structure my thinking, and learn the newer concepts and techniques in agile product management. I am also very very interested in pursuing a career as a software product manager.</text><text>I have enjoyed the 5 courses so far, and learned a lot from the instructors, the peer assignments and course discussion forums. I hope I was also able to help you with the feedback I provided. Let's build on that and have a great capstone project. I look forward to learning with you all. Cheers!</text><text>-John M</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-08 22:18:36.265,2016-06-09 08:23:15.183
"qnkE2ywSEeah7Ap12GQcTQ",6ca09c340e4f7574ab87c56bbf33e8c38ebe6573,"Just how much detail do you put on a Wireframe?","<co-content><text>This question is not just inspired by the Week 3 assignment, but generally from my experiences so far. I've worked as a Business Analyst and Product Owner in varying capacities over the last 6 years. I predominantly work in retail e-Commerce and enterprise software (Customer Relationship Management, and some ERP). </text><text>What I have observed is the amount of detail i put into a wireframe has massive impact. Let's assume I made a very detailed wire-frame - using very specific logo designs, color, font, placement and even dynamic indicators. </text><list bulletType=\"numbers\"><li><text>Dev teams love it - their work is much simpler, and they \"attack\" the requirement asap and mostly very correctly. </text></li><li><text>Business level stakeholders can be a little apprehensive of such detail because they are more aware of the fact that requirements are dynamic and UX can vary from time-to-time. </text></li></list><text>I have also noticed significant variations between industry. Now, that said, I would like to know if anyone here has any advice to follow regarding how to model wire-frames, level of detail, accuracy, etc? Is there a rule of thumb or framework I can follow? </text><text>Any help would be greatly appreciated. Thanks in advance!</text></co-content>","week","99SZyjVxEeW6RApRXdjJPw","","","","","",2016-06-06 18:15:36.247,2016-06-09 08:46:59.421
"YVxTFe-pEeWnOBISxifLdw",0daaca794b9a18adc74fb6bbd49a7751b6906a51,"Hello from Paris","<co-content><text>Hello, my name is Francois and i come from paris. I am 40 yo and still trying to increase my skills. As i currently work within an exploitation team for a telco company, i want with this specialization better understand the devs teams i work with. Wish you all fun and success</text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 21:10:46.662,2016-06-09 07:44:08.572
"-UsDmw_sEeavcw5bns7DCQ",d700538eea3f20a2db7eee3afffb8eaa24b026e2,"What if?","<co-content><text>What if?  you add more decision videos like in \"6.2 Decision Tree: Loose Cannon\", across the whole specialization course?</text><text>Short, clear and concise</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-05-01 22:35:15.052,2016-06-09 08:18:19.855
"8HjHgPEhEeWfwAohgaM63Q",d700538eea3f20a2db7eee3afffb8eaa24b026e2,"Greetings from Colombia","<co-content><text>Hi, I´m René Bareño, I´m a skilled developer and a project manager aspirant, I enroll this course to deepen in agile techniques and advance in my carreer</text><text>BR</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 18:06:17.533,2016-06-09 07:45:51.159
"hVIXYCBUEeaiOA521kQqww",e1e5a7607369d72fed761b2d92d4b4f1932013d1,"Can't access capstone class on mobile devices","<co-content><text>I've relied on accessing all of this specialization's course content on my smartphone because it's so convenient to watch the lecture material anytime and anywhere. But now that I'm in the capstone project class, I can't access the material like I have all along.  Instead, I get an error that says \"Something went wrong. Please check your network connection and try again.\" However, this is the only class that doesn't work. Is anyone else experiencing this?  Is the issue due to the fact that this course must be \"unlocked?\" Please help if you can..... - Thanks!!</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","a7dkXOVgEeWhmg4JHc-OZw","","",2016-05-22 19:36:46.747,2016-06-09 08:34:42.343
"DM8i2CBREearfA7hVcWeXw",e1e5a7607369d72fed761b2d92d4b4f1932013d1,"Hello from New Hampshire in the USA!","<co-content><text>Hello to everyone who has worked hard to make it to this point (like me) !!!</text><text>I have worked as a software product manager before, but it was a long time ago and development processes and practices have changed A LOT since then.  This course has been a great way to make my skills \"current\" in the new world of agile development, and I'm looking forward to the capstone project. Good luck to all!! </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-22 19:11:56.072,2016-06-09 08:34:41.773
"ym4BxQ_QEeaAVhLVpQtKaw",f39c6349af74c10aee999548e0e34ac28078c8ef,"PDF version of a specialization certificate has a bug","<co-content><text>There is a wrong link in a PDF version of a certificate. Seems like it contains some extra symbols.</text><text/><img assetId=\"vITpxA_QEea9QxKG-RHQIQ\" alt=\"\"/><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","a7dkXOVgEeWhmg4JHc-OZw","","",2016-05-01 19:13:30.52,2016-06-09 08:18:08.791
"_orPjfXfEeWbXA5c3AKwjQ",f39c6349af74c10aee999548e0e34ac28078c8ef,"Simultaneous review is crazy!","<co-content><text>I opened a document for technical review. Three people are already reviewing it. And I am the fourth.  It looks pretty crazy because I see all edit suggestions and comments, and every second new edits appear (look at the screenshot).</text><text>First question. Am I supposed to review the original version? or it is reasonable to consider what other peers have already suggested.</text><text>Second idea. Maybe google docs is not the best platform for this assignment, or it might be better to somehow avoid simultaneous review/edits in future.</text><img assetId=\"9XblP_XfEeWalwqSXfOtbQ\" alt=\"\"/><text/></co-content>","module","99SZyjVxEeW6RApRXdjJPw","axsNt","","","","",2016-03-29 18:56:50.169,2016-06-09 07:51:09.936
"Nwi0Pw8BEeaZrBJIefqa4w",f39c6349af74c10aee999548e0e34ac28078c8ef,"Information for PMP and PMI-ACP holders (+ request for Morgan)","<co-content><text>I know there are some PMI-certificates holders in this class.</text><text>I would like to ask you, how are you going to report PDUs (professional development units) which you've earned in this specialization to maintain your certificate(s)?</text><text><strong>(1)</strong></text><text>I've done some calculations and a summary table. You can use it and/or suggest improvements. I just took an average number of hours per week (provided in the course description) and multiplied by the number of weeks. I consider all PDUs to be technical and only 1 for leadership (when we discussed possible problems in a team). If you don't know yet the difference between types of PDUs, here is a very short explanation: <a href=\"https://www.pmi.org/~/media/PDF/Certifications/talent-triangle-flyer.ashx\">https://www.pmi.org/~/media/PDF/Certifications/talent-triangle-flyer.ashx</a></text><text>Small disclaimer: I have not reported my PDUs for this specialization to PMI yet. I don't know if they will be accepted.</text><img assetId=\"37phkw78Eea7WgoohcacWw\" alt=\"\"/><text><a href=\"https://docs.google.com/spreadsheets/d/13fY9-cEM1xxJiuqovu2tsMicip7dv-82s_zz15yHvdU/edit?usp=sharing\">https://docs.google.com/spreadsheets/d/13fY9-cEM1xxJiuqovu2tsMicip7dv-82s_zz15yHvdU/edit?usp=sharing</a></text><text><strong>(2)</strong></text><text>I would like to ask Morgan and the team to think about registering the specialization in the PMI course directory. Another project management specialization on Coursera is already there: <a href=\"https://ccrs.pmi.org/search/Activity/226527\">https://ccrs.pmi.org/search/Activity/226527</a></text><text/><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-04-30 18:27:37.408,2016-06-09 08:17:30.181
"B8B_uyB0EeaZ7Q5tseGlgQ",fec2fcef7a7647062e00fd20d7932bcf244faffa,"Hi, from Ghana","<co-content><text>Prior to this specialization, I basically only read a bit about agile methodologies and tried to apply to my own projects &amp; a few others.</text><text>I am very enthusiastic about this course because of its overall comprehensive and immersive nature &amp; I can't wait to interact with y'all on this amazing journey the capstone project promises.</text><text>Peace out...</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-22 23:22:19.973,2016-06-09 08:34:49.001
"OOdYd--2EeWB0QpuSDkq-Q",92dff223d46f788f77a9225979343791a1de37b0,"Hi from Oregon","<co-content><text>I'm a software engineer from Central Oregon and I've been slowly migrating toward a management role as my software team grows. I'm taking this specialization so I can learn the principles of Agile and apply them to how I organize my team.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 22:42:42.244,2016-06-09 07:44:12.878
"Ml41AO_XEeWeyQ6xu8k3Vw",558f9dec11068831dce57d92ef483f1bced69a7e,"Hello everyone","<co-content><text>My name is Giovanny Rey Cediel, I have been working over seven years in software development. I started as a junior developer, then I was a medium developer and more ahead I became a senior developer. Currently, I work as leader of development, I took this course because my next challenge will be an SPM. I really have enjoyed this specialization ...</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 02:38:44.671,2016-06-09 07:44:20.821
"wS2TpQDhEea58Q75huYNRw",2548264c521b5194b8df328f36f3b7913ea32f81,"US#8 completed in 2d sprint","<co-content><text>The US \"As a reader, I want to be able to search for reading material, so that I can find a specific piece of reading material that I have in mind\" completed in 2d sprint but in file indicated that it not. Should we consider only 15 SP completed in 2d sprint?</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","fFMh9","","","",2016-04-12 19:07:09.001,2016-06-09 08:03:31.023
"o5sVewDhEeaybgrn3sEOAQ",2548264c521b5194b8df328f36f3b7913ea32f81,"US#8 completed in sprint 2","<co-content><text>The US \"As a reader, I want to be able to search for reading material, so that I can find a specific piece of reading material that I have in mind\" completed in 2d sprint but in file indicated that it not. Should we consider only 15 SP completed in 2d sprint?</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","fFMh9","","","",2016-04-12 19:06:19.387,2016-06-09 08:03:31.004
"qTj7HfDHEeWeyQ6xu8k3Vw",65c4d48c479cf0903b237e797eee72049f605cb0,"Hello from Sri Lanka","<co-content><text>I am a software developer from Sri Lanka. I want to master Agile/ Project management techniques. So far learnt a  lot from this specialization. Looking forward to Capstone</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 07:20:03.291,2016-06-09 07:45:33.31
"oqt7-Ay1EeaNagrozOF-VQ",231e3c342be5dceb470ce2a3721ca441f8934f83,"I'm confused.","<co-content><text>Are we supposed to do a Project Retrospective of the Reading App we just \"developed\" or reflect on my own personal experience of this capstone and specialization? I'm confused because the Assignment's title is: Personal Project Retrospective and the instructions talk about the capstone and specialization.</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","6rdPD","","","",2016-04-27 20:21:33.914,2016-06-09 08:15:26.28
"EaqReO_dEeWkUAr_DMJ5Lw",231e3c342be5dceb470ce2a3721ca441f8934f83,"Hi Everyone!","<co-content><text>René hear from México. Let's get ready! If I can help anyone with somehting just let me know.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 03:20:46.787,2016-06-09 07:44:30.078
"SOjO8vUlEeWPyw7tSN6RVw",231e3c342be5dceb470ce2a3721ca441f8934f83,"I think I'm missing something about the instructions. Help!","<co-content><list bulletType=\"numbers\"><li><text>You will perform a Requirements Technical Review on a requirements document from your peer. <em><strong><u>Does this mean I have to review the same 2 peers I reviewed last week? Their same document?</u></strong></em></text></li><li><text>You are going to upload the link to your Requirements Document. This must be in Google Documents and your assignment must be set to \"Comment Only\". <strong><em><u>I'm guessing that I have to copy paste the document of my peers and create my own copy, then work on that copy and submit it. Is that right? OR I have to upload the same document I did last week without changing anything.</u></em></strong></text></li></list></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","ch4H9","","","",2016-03-28 20:40:19.048,2016-06-09 07:50:07.813
"A_ES7gs9Eea84w5Krj7Aqw",231e3c342be5dceb470ce2a3721ca441f8934f83,"I have not been graded.","<co-content><text>Has anyone the same problem? I submitted my assignment on saturday night. If someone could grade be will be fantastic. Thanks!</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/submit\">https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/submit</a></text><text/></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","fFMh9","","","",2016-04-25 23:25:36.842,2016-06-09 08:13:53.024
"e_8UITAGEea88hLQJKBf0w",34c52b276ef907a567ed90a9408d1331627201b7,"Incomplete Assignement 3.8","<co-content><text>Hi everyone ^^!</text><text>Sorry to disturb you all but i forgot to include the pdf for the 3.8 assignement if some people can review quickly what i have done ^^. </text><text>Here is the link: https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/ErYsvTAEEea88hLQJKBf0w</text><text>Thanks in advance !</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","a7dkXOVgEeWhmg4JHc-OZw","","",2016-06-11 18:58:28.963,2016-06-11 18:58:28.963
"56G31O_BEeWK_Q7eN25hdw",1feb0417a765069f8a10354dd39530cbea1d6fc6,"Hello All!","<co-content><text>Hello,</text><text>   My name is Virendra Rahatpuri, I am from Denver, CO! I am an experienced software professional and an aspiring Software Product Manager, It's been a quite a journey so far and very happy and excited to be at the Capstone level, hope to learn from all of you in this final course. Good Luck to all!</text><text>If you want to connect with me please feel free to send me a message on linkedin: https://www.linkedin.com/in/rahatpuri </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 00:06:19.853,2016-06-09 07:44:15.879
"gwkMHe-SEeWlJhJpbKSYeQ",b30df2c5bcea59f861086d128d8056aeeca1c0fa,"Greetings to all","<co-content><text>My name is Greg Schuler. I am based in the United States and have been working in the IT field for the past twenty years. For the past four years, I was in charge of a software development team. I was very interested in this course, particularly to understand what I should have done versus what I did (at the time I started, software development was new to me). I look forward to the capstone project. Good luck to everyone.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 18:27:04.734,2016-06-09 07:43:59.842
"du4MrgC9EeaHDgoRw4pwlQ",5f257acd0f65b4b42d28cb2358b88f3ce08d826a,"Four new stories","<co-content><text>In the spreedsheet there are 4 highlightes stories, not three. Should we consider all four? </text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","fFMh9","","","",2016-04-12 14:47:22.551,2016-06-09 08:03:18.226
"dFCmOfA6EeW3AhKGdOu9ew",5f257acd0f65b4b42d28cb2358b88f3ce08d826a,"Hello from Dominican Republic","<co-content><text>My name is Alejandra, I'm from Colombia, but I live and work in the Dominican Republic as a Software Product Manager. </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 14:29:15.488,2016-06-09 07:44:47.516
"EdlfBfSZEeWuFQ44bDlsAw",bfd93387919c2d0e43e8427a57ee746d0b713173,"Hello from Jackson Mississippi","<co-content><text>It has been an exciting experience so far. I am sure this Capstone will be the same. It is great to be here</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-28 03:56:37.13,2016-06-09 07:49:24.566
"E2IY5vQ4EeWTJgqbWXCwuQ",5e9e775f4c72658db09ee5b00f3e02f6703f0f76,"Hi from Cape Town","<co-content><text>My name is Dawie and I am a Product Manager at a software company specializing in the iGaming sector. I wanted to hone my skills further which is why I chose this course.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-27 16:22:18.521,2016-06-09 07:48:55.218
"J4e93_7TEeWS4Ar9qFG8UQ",db9cd35aa57c609aa886936952b177d03a658896,"Hi ! from Tokyo, Japan","<co-content><text>Hi I am an application engineer also a project leader in a lager internet company located in Tokyo, Japan.</text><text>Unlike accounting system or some sort of static fixed environment, services we provide to the customers are in a rapidly changing business environment. </text><text>I'd like to have both formal training as well as hands-on experience to become a \"successful\" software product manager!!</text><text>Let's have fun and study together!</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-04-10 04:17:35.943,2016-06-09 08:00:59.47
"SKjMVu-XEeWTdBIkpCpI1Q",c3c4029e44f746e4d4b8244c1263573875a5bf33,"Hi there","<co-content><text>I am Utku Ozan CANKAYA. I am Electronic Engineer, but been developing software since I was 12. After graduating from school I've started working as a full-time software developer after several years of freelance development past.</text><text>I am now working as an Assistant Manager of an IT company's Application Development Unit and still coding as well. Currently I am working on Microsoft Technologies as well as other web technologies.</text><text>A worked as Team Lead and Product Manager in my past career and I am focusing on Software Management, Product Management and Agile Metholodiges for my career.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 19:01:14.279,2016-06-09 07:44:01.719
"zHL6DfA4EeWlJhJpbKSYeQ",beabe353108996878f60246d098c825f90f2e6fc,"Hello from Germany","<co-content><text>Hello,</text><text>my name is Michael, I am 34 years old and I lead the development department of a business webhoster in Berlin. We are using agile practices since five years, but nevertheless I learn many new things in the last five courses. I hope that I can adopt some of the new knowledge for my team.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 14:17:24.359,2016-06-09 07:44:46.282
"XW3arw4DEea44Qp49aJR6w",beabe353108996878f60246d098c825f90f2e6fc,"Only grade by two others.","<co-content><text>I found my Assignment 5.10 was only grade by two other participants. Unfortunately they have different opinions about the grade. This corresponds in a lower grade. Any chance for a third grader? I have already asked another one for a grade, but it does not show up in my submission.</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","fFMh9","","","",2016-04-29 12:10:29.655,2016-06-09 08:16:35.868
"rlCh9fKqEeWCWg4sBTB7QQ",50cd643c832b4f5ebda229a27ddd3e9803c12533,"Hi from Winnipeg","<co-content><text>I'm a consultant here in Winnipeg, Canada working as a lead developer / product manager for various clients</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-25 16:57:38.755,2016-06-09 07:47:22.68
"0-W0DvBZEeWnOBISxifLdw",9a34047f1ee927417871d9c4438f967a1512eb0b,"error on submitting","<co-content><text>When i click on preview button to check my assignment...It throws the below error</text><img assetId=\"xY2GIfBZEeWdog4J34Sclw\" alt=\"\"/><text/></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","7UTtN","","","",2016-03-22 18:13:50.247,2016-06-09 07:45:03.211
"C1RXkvEHEeWK_Q7eN25hdw",0e84ac7841765d8360d17d1614b5c796016157a2,"Hello from Chile","<co-content><text>Hello,</text><text>My name is Francisco, I'm Software Product Manager for collection and payments solutions.</text><text>I have a strong software development background, but i need to improve my management skills.</text><text>Regards,</text><text>Francisco.</text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 14:53:46.181,2016-06-09 07:45:44.861
"aoPrSvKUEeWB0QpuSDkq-Q",47fe133aa31b1a8bdaa2ff7655112c8f410da5d1,"Hello from southern Germany","<co-content><text>Hi guys,</text><text>my name is Stefan and I'm a Interaction / UX Designer from Stuttgart, Germany. I'm here to get a better understanding of the realm of Product Management and thereby improve the collaboration between Designers and Product Managers.</text><text>Looking forward to this project</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-25 14:18:16.078,2016-06-09 07:47:16.245
"OWVUPvsiEeWZDQ5TnbLmpw",3167ce07d6488757523b6a9cf9d1b364e0ad4561,"3.9 remains locked to me despite having done all previous exercises, assignments and reviews","<co-content><text>Hey Team,</text><text>3.9 remains locked to me despite having done all previous exercises, assignments and reviews</text><text>file:</text><img assetId=\"HqE4cPsiEeWkzAra0Lqyxw\" alt=\"\"/><text>any ideas?</text><text>thanks, kai</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-05 11:33:31.507,2016-06-09 07:57:06.481
