discussion_answer_id,ualberta_discussions_user_id,course_id,discussion_answer_content,discussion_question_id,discussion_answer_parent_discussion_answer_id,discussion_answer_created_ts,discussion_answer_updated_ts
"0UbjffXzEeWPyw7tSN6RVw",231e3c342be5dceb470ce2a3721ca441f8934f83,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you!</text></co-content>","SOjO8vUlEeWPyw7tSN6RVw","COxzvvXzEeWdIhI-GrEcAw",2016-03-29 21:18:44.161,2016-03-29 21:18:44.161
"NUkZpPr2EeWvUQqXcskp8Q",231e3c342be5dceb470ce2a3721ca441f8934f83,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Forget it, probably the site wasn't refreshing propertly. I see the 3.7 project now. Thanks.</text></co-content>","R69Uk_ptEeWTZBIrc0wCDw","KdBZx_r1EeWhAhJG54yYkQ",2016-04-05 06:18:26.755,2016-04-05 06:18:26.755
"VwEWjwy9EeaxsBIihWq87Q",231e3c342be5dceb470ce2a3721ca441f8934f83,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you Morgan! for answering all our questions so fast!</text></co-content>","oqt7-Ay1EeaNagrozOF-VQ","",2016-04-27 21:16:42.942,2016-04-27 21:16:42.942
"KdBZx_r1EeWhAhJG54yYkQ",231e3c342be5dceb470ce2a3721ca441f8934f83,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi. I can't find the Release Planning Interactive Learning Object. I went through 3.1 to 3.5 and I don't seem to find that project.</text></co-content>","R69Uk_ptEeWTZBIrc0wCDw","",2016-04-05 06:10:58.012,2016-04-05 06:10:58.012
"BNSpmA1mEeaNagrozOF-VQ",231e3c342be5dceb470ce2a3721ca441f8934f83,"99SZyjVxEeW6RApRXdjJPw","<co-content><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/EJ0NtAy5Eea0FgrDsuIyMQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/EJ0NtAy5Eea0FgrDsuIyMQ</a></text></co-content>","A_ES7gs9Eea84w5Krj7Aqw","DvltMAt3Eeaqig5uXwUeGw",2016-04-28 17:24:10.025,2016-04-28 17:24:10.025
"aqHzKwvqEeaotQoPyNtt_Q",231e3c342be5dceb470ce2a3721ca441f8934f83,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you Mohaned. I already reviewed yours. Mine have been reviewed as well. Thank you.</text></co-content>","A_ES7gs9Eea84w5Krj7Aqw","DvltMAt3Eeaqig5uXwUeGw",2016-04-26 20:06:52.063,2016-04-26 20:06:52.063
"fpFHJzHEEeah7Ap12GQcTQ",e190074c9d37f33b43e86aa9f12f3ef5aecae167,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you Morgan! Your answers were very helpul!</text><text>By the way, the capstone has been very exciting! </text></co-content>","MV3aOTDKEeaoXg7YgQ2Cfw","7kJ5KjF_EeaaVA48G_0dEQ",2016-06-14 00:11:08.818,2016-06-14 00:11:08.818
"H9UD7Qo_Eeahug6qIphsqw",2e83cea3855e68caec5e999ce06ee4d58e2326e7,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Check it, I have just reviewed it!</text></co-content>","W73ldgmJEeapsg5V67N9Xw","12XZZwomEeapsg5V67N9Xw",2016-04-24 17:08:11.465,2016-04-24 17:08:11.465
"ufd7yApkEeahug6qIphsqw",2e83cea3855e68caec5e999ce06ee4d58e2326e7,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I agree, it makes sense, but it does not clearly follow from the instructions for this assignment. And looking at what the others submit I could conclude that it is not only me who did not understand this task correct. That is why I am asking this question.</text><text/></co-content>","0FyjUApCEeaaAw5QcGCkqQ","NNGf_ApgEeau9AoaFBtgPw",2016-04-24 21:37:21.439,2016-04-24 21:37:21.439
"S42xFvDXEeWTdBIkpCpI1Q",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Glad to make you laughed, Abdallah.</text></co-content>","c7ONdfBoEeWK_Q7eN25hdw","FPe_Z_CHEeWB0QpuSDkq-Q",2016-03-23 09:11:58.088,2016-03-23 09:11:58.088
"sUwtdBCgEeavcw5bns7DCQ",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>That would be great. Just a simple summary (because the course titles are mentioned aside) in past tense will suffice.</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","KjdVkhCgEeaxsBIihWq87Q",2016-05-02 20:01:43.675,2016-05-02 20:01:43.675
"q2_kbvBoEeW3AhKGdOu9ew",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello Mohamed, this is Abdalrahman from Egypt - an Interaction designer and software tester :) </text><text>Wishing you best of luck!</text></co-content>","C1iaoPAaEeWlJhJpbKSYeQ","",2016-03-22 20:00:04.817,2016-03-22 20:00:04.817
"40smLvqHEeW3UQqDzupm-w",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Great. Thanks.</text></co-content>","gzvxgvi5EeWGRgp2IDLuIQ","o_fBfPqHEeWTnRIwzGCJxQ",2016-04-04 17:08:44.555,2016-04-04 17:08:44.555
"CkttFv6XEeWZDQ5TnbLmpw",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Even though. Now, we have US#40 with 3 story points added to sprint 2. This means the right answer shall be 3 not 6. And for stories 41, 42, and 43 that are assigned to sprint 4 (not 3), these are only 5 story points. I am totally confused now.</text></co-content>","lW01gPKREeWlJhJpbKSYeQ","G7GyWvXuEeWB9gr2ttYzXQ",2016-04-09 21:07:17.09,2016-04-09 21:07:17.09
"D_TPYfqDEeW3UQqDzupm-w",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Sure. Thanks a lot.</text></co-content>","R69Uk_ptEeWTZBIrc0wCDw","Wscgg_qCEeWUlRKoMCES4w",2016-04-04 16:34:12.003,2016-04-04 16:34:12.003
"Btk8jwWIEeae0QpYWFNxmQ",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks, Morgan. Yes, it's taken from the specialization main page.</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","ds52QwWFEeagVwrGhMvzTw",2016-04-18 17:07:26.997,2016-04-18 17:07:26.997
"0pljKftuEeWlQw7xlSHNnQ",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Great scripts, guys :) Well done. The capstone is wrapping everything in intuitive way.</text></co-content>","p3A8PvqgEeW6Zw7gOA-Tyw","ZBR8rvtpEeWS4Ar9qFG8UQ",2016-04-05 20:41:50.291,2016-04-05 20:41:50.291
"PCWj3fDYEeWWORKcDoY1lQ",9dc0df3d14c5ada1256558be2bb31b15e608a791,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks, Janet.</text></co-content>","be1CLPB6EeWcTQpIg9bO1w","VLuS_fCvEeWB0QpuSDkq-Q",2016-03-23 09:18:41.737,2016-03-23 09:18:41.737
"QJRFVvQuEeWfohJ0hvQveQ",e9787c4aadb4eaba0486789253a55da8fab8c733,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Cool! Thanks</text></co-content>","hthyO_H9EeWWORKcDoY1lQ","",2016-03-27 15:11:59.38,2016-03-27 15:11:59.38
"yJhMCPXoEeWTJgqbWXCwuQ",e9787c4aadb4eaba0486789253a55da8fab8c733,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks</text></co-content>","n6PsHfRxEeWPyw7tSN6RVw","3_9IEPXQEeWqQwq9khhH1Q",2016-03-29 19:59:45.131,2016-03-29 19:59:45.131
"9YAOABy_EearfA7hVcWeXw",3e677924ba5037fb412b44f97c04c6fe7d2e0468,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan, thanks for reply.</text><text>My problem was solved by coursera tech support. One of my verification photos was too dark and it couldn't be verificated automatically. So tech support did it manually after my request</text></co-content>","n2EQfBelEeauxQoPktIdZw","PXYvwRxHEeaPqRI66g-Cyw",2016-05-18 06:15:46.452,2016-05-18 06:15:46.452
"xW1SN_DeEeWPKQpBKpg03Q",5449674cafb4d91701b5a2baed615a859fef826d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hey Dare, Happy to know you're here. I'm also on the capstone project. How're you?</text></co-content>","HffRi_DCEeWPKQpBKpg03Q","",2016-03-23 10:05:29.035,2016-03-23 10:05:29.035
"YHHDIgvQEeaqig5uXwUeGw",8249346ce70382cdd92eb21f2ef69b69e97402ab,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Only US40 - US43 have been added after the development started. US40 - US42 have been added during sprint 1, and this is where 6SP come from (US40 --&gt; <strong>3 SPs</strong> + US41 --&gt; <strong>1 SP</strong> + US42 --&gt; <strong>2 SPs</strong> = <strong>6</strong><strong> SPs)</strong>.</text></co-content>","byplXQuZEeavcw5bns7DCQ","",2016-04-26 17:00:28.055,2016-04-26 17:00:28.055
"347zximsEea-YhKdNUv9pQ",30b8d3d0604a8f7b150fcab6ed67ce5937647901,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan, </text><text>This is my finding. I encounter Module 3.9 still locked even all previous assignment all passed and turned green. The solution is to clear cache/clear browsing history, then login to Coursera again. Then 3.9 is unlocked. </text><text>Note: Only happen to browser. Mobile app no problem.</text></co-content>","YA7KcyezEeaaVA48G_0dEQ","2wHojijREealng5zBIyoKQ",2016-06-03 17:01:54.318,2016-06-03 17:01:54.318
"lgdVYSNpEearfA7hVcWeXw",30b8d3d0604a8f7b150fcab6ed67ce5937647901,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks, Morgan. :)</text></co-content>","KacPpCMNEeaHYQrA6vK1PQ","",2016-05-26 17:45:07.698,2016-05-26 17:45:07.698
"KskuqCmhEea2MgrBjcQhKw",30b8d3d0604a8f7b150fcab6ed67ce5937647901,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Next to the assignment section, 3.6 is a green star (left) and a tick (right). I guess it email notification issue. I'll leave it as is then. </text><text>Thanks, Morgan. :)</text></co-content>","ZHTq5ykTEea3ThLvjcf5Xw","",2016-06-03 15:38:06.568,2016-06-03 15:38:06.568
"OzRD4TlLEeaSvQr5rWp-YQ",30b8d3d0604a8f7b150fcab6ed67ce5937647901,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Congratulate to you and everyone!</text><text>Thank you Morgan and SPM team too! The work is awesome in spreading the love of agile! Quick response to all kind of request on discussion board, including the weird one, is deeply appreciated. Your effort has not gone and wasted. It means solution to need for improvement, in the spirit of retrospective. I wish to see this specialization to flourish. Cheers! </text></co-content>","3Omp4DdJEeaKiRJh72RApw","",2016-06-23 14:03:15.999,2016-06-23 14:03:15.999
"jQMdDzR4Eeag1RLh7ZUS8w",c48ec8e1f7ff5df1518406ee022f0d10a8c30337,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>  This was an awesome experience!  You did a really great job of putting this together.\\n\\nI would have to say my favourite part was the peer reviewing - I learned a lot from seeing how other people did things. The different perspectives widened by knowledge.  \\n\\nI really liked the simulation videos.  Seeing a bit of 'attitude' made me feel right at home with what I've seen in the dev world.  I once fired a contract developer who refused to test his program so I had to laugh at that one.  \\n\\nI also really liked the iteration planning tool. I would have liked to be able to slide user stories in between others though. Ans it seemed to me the order was upside down - with the ones at the bottom appearing at the top in the pdf.  I think a change there or some clarity would have been useful.\\n\\nAnother challenge I had apart from having to redo assignments, was the burndown chart.  I drew it out on paper but I would have loved to use a tool.  I should have checked the forum to see if anyone posted something about free tools to use.\\n\\nAnother thing I got a real kick out of is that when I went to the Coursera Accomplishment page, it posted information right on my LinkedIn profile.  It says 'Verified' too which looks really professional and makes me feel even better about having spent the money on the course. I did this for every course in the specialization and it looks awesome.  I don't know what will happen with this course but I hope to be finding out very soon!\\n\\nAfter I completed the other courses I studied for the scrum.org course.  I bought 3 sample tests online and then wrote the PSM 1 course and passed!!  Everything I learned in the specialization helped a lot.\\n\\nThanks again to Morgan for her help!  Thank you to all those who reviewed my assignments!  </text></co-content>","qgabzzMNEea88hLQJKBf0w","",2016-06-17 10:45:04.789,2016-06-17 10:45:04.789
"rWJtmRtjEea2HQ7RJsoMiQ",3945567a2eac4de9cdcf6651437cc73f4e77fbd6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Amir,</text><text/><text>That helped, thanks :)</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","nG8ikRgJEeawBQpBGS9q9w",2016-05-16 12:42:40.60,2016-05-16 12:42:40.60
"TNwn_BroEea2HQ7RJsoMiQ",3945567a2eac4de9cdcf6651437cc73f4e77fbd6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi,</text><text/><text>It is interesting, mine is still the same ...</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","nG8ikRgJEeawBQpBGS9q9w",2016-05-15 21:59:30.561,2016-05-15 21:59:30.561
"Gv-yyxCiEeaotQoPyNtt_Q",3945567a2eac4de9cdcf6651437cc73f4e77fbd6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi,</text><text>I agree with Abdalrahman.</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","KjdVkhCgEeaxsBIihWq87Q",2016-05-02 20:11:50.509,2016-05-02 20:11:50.509
"NSJPPBI7EeaSqwpdV4Ekkw",3945567a2eac4de9cdcf6651437cc73f4e77fbd6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello Morgan,</text><text>How we are progressing here?</text><text>I know that you are busy guys, but it took too much time already ...</text><text>BR,</text><text>Metodiy</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","KjdVkhCgEeaxsBIihWq87Q",2016-05-04 21:00:18.519,2016-05-04 21:00:18.519
"RBnEHBYsEeaxsBIihWq87Q",3945567a2eac4de9cdcf6651437cc73f4e77fbd6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello,</text><text>Any update ?</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","",2016-05-09 21:23:25.829,2016-05-09 21:23:25.829
"AyAIRA1ZEeaqig5uXwUeGw",3945567a2eac4de9cdcf6651437cc73f4e77fbd6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello everyone,</text><text>@Morgan Patzelt, can you update us on the topic, is there any chance that text to be modified?</text><text>Thanks!</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","ds52QwWFEeagVwrGhMvzTw",2016-04-28 15:51:03.706,2016-04-28 15:51:03.706
"n3cvUAv1EeaVPQ6kCMKyuQ",3715911e579c956d742f370a89b8689d54a83834,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>very useful ... amazing collection of tools, best was that you have tablet( oPad ) as well as laptop ( macbook &amp; others ) based ones.</text></co-content>","eMpJoAr_EeaqFhJWgHcbtw","",2016-04-26 21:27:05.166,2016-04-26 21:27:05.166
"bycq9PW9EeWchxJDzxANrQ",c4ad5ff438e33b03f5f17eaf2eb1e9eadf3265ba,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Just resubmit the same link as the first assignment. No changes needed, no edits needed. After that, you will get the links to other people's subs and you will have to review their assignments in far more detail based on the user story guidelines.</text><text>There are no marks or score involved, at least as far as I could make out.</text></co-content>","Wi4gvfUcEeWfohJ0hvQveQ","",2016-03-29 14:49:26.713,2016-03-29 14:49:26.713
"sAMYs_U2EeWB9gr2ttYzXQ",c4ad5ff438e33b03f5f17eaf2eb1e9eadf3265ba,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Brent,</text><text>Thanks for the replies. Lets wait and see if someone from the staff replies. That way there's no confusion.</text><text>Soumitra</text></co-content>","Wi4gvfUcEeWfohJ0hvQveQ","",2016-03-28 22:44:53.47,2016-03-28 22:44:53.47
"O-u_RQt6Eea84w5Krj7Aqw",cd60bec5ea07330e5634fa87f5df9d88b678379c,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan,</text><text>I actually have used the work completed way of representation.</text><text>However, someone has cut points in both question if I have clearly demonstrate that the additional story points were added at the beginning of Sprints 2and 3. I think that the representation is correct but there is no way to communicate with this peer. </text><text>I do not care about the grade but actually why this is not represented correct. </text><text>Thanks again,</text><text>Panos</text></co-content>","sp_f-QrhEeay7RIMsC5_hw","16nWlQsGEeaC2Qp7KBUB1w",2016-04-26 06:43:50.06,2016-04-26 06:43:50.06
"DkGnLQ0FEeawWRJ2-Hqumw",081ef5e9a6d66f078e27081c4491848f59961fc5,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Often for large development projects there are dedicated QA teams that write acceptance tests and conduct UAT for the client since they don't have time.</text></co-content>","vCgL2QGTEeamGg7Dz_SaMQ","",2016-04-28 05:50:04.656,2016-04-28 05:50:04.656
"e8w12w3TEea0FgrDsuIyMQ",081ef5e9a6d66f078e27081c4491848f59961fc5,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Morgan:  Thank you for your insightful and prompt responses.  This is really helpful information.  My questions about burndown charts have been answered.  I just want to say - You have been excellent at responding to student queries throughout the course and Capstone, which is something I have not seen with other courses I have taken through Coursera.  Thank you very much!  This course has been really helpful with my current job.  </text></co-content>","ufHuqw0AEeaAVhLVpQtKaw","",2016-04-29 06:27:44.762,2016-04-29 06:27:44.762
"7wgh2P2VEeWpRBJSZ0Y3Bw",7d1514f61c47bc1fdd79498ac5de3c73c152546d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi, Manpreet!</text><text>Its nice to have a country mate. I am from Kolkata, WB.</text><text>You can find me at <a href=\"https://in.linkedin.com/in/subhasmalik\">https://in.linkedin.com/in/subhasmalik</a></text></co-content>","0gxm-_hIEeWqpApEWVJglQ","",2016-04-08 14:26:50.691,2016-04-08 14:26:50.691
"Sdf9lwYkEeaiUQ6wdOplXw",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Luke, I've got notifications about your posts.</text><text>But the problem is obviously for \"Technical Issues\", why are you discussing it here?</text></co-content>","N3NolQYcEea9ygrU1TZnpw","",2016-04-19 11:46:00.886,2016-04-19 11:46:00.886
"pnzbxginEeaekA6ZZczzbw",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Actually, the ambiguous wording in questions is kept in explanations (correct solutions) both for updated and final Release Plans.</text></co-content>","I_fnrQYjEeaKcgo5QGzd4w","qUBcpwcPEeaFxAruJmtipQ",2016-04-22 16:31:22.714,2016-04-22 16:31:22.714
"1N3lCwVrEeaxKw6S5NG0Zw",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Technically, I think it's no problem to detect 2 identical submissions (for textual and so to say \"creative\" assignments) and simply check which of them was submitted later.</text></co-content>","km9L-_kIEeWEAhLOZ9BW_w","WmByTgLNEeagVwrGhMvzTw",2016-04-18 13:45:37.233,2016-04-18 13:45:37.233
"zscm_PgjEeW3UQqDzupm-w",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Anton,</text><text>What do mean by \"you accepted it\"? Th Google Docs Tutorial says: \"Please do not Resolve, Accept, or Delete suggestions made by your peers on your\\nassignment until after the completion of the capstone.\"</text></co-content>","WZlqpvRHEeWhbg4BpFa_-Q","kJ_VKPXOEeW_XA7aY2erXQ",2016-04-01 16:07:18.137,2016-04-01 16:07:18.137
"S347JPwTEeWW0grgb0UTkQ",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I can't do that because I can't find the works that I have reviewed.</text><text>Anyway, in such cases, since I can't say the rating is not indicated at all, I selected the medium option (1 point) as a compromise.</text></co-content>","FA8K7PwOEeWZDQ5TnbLmpw","uT4AYPwREeWbYhLNZ2H1QQ",2016-04-06 16:19:10.581,2016-04-06 16:19:10.581
"I3Y0tBzgEea7ohIwwrERow",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>It was probably 27th of April, and the title should have contained my nick ART (all caps). That's all I can remember.</text></co-content>","PcTX2BaUEeaNagrozOF-VQ","",2016-05-18 10:06:07.458,2016-05-18 10:06:07.458
"_JCWaQ1EEeaotQoPyNtt_Q",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>LinkedIn group:</text><text>https://www.coursera.org/learn/software-product-management-capstone/forum/fASrHeVgEeWAzxJelNFrFw/discussions/rCFmzQy2EeaSqwpdV4Ekkw</text></co-content>","JxK0RgSEEeaQlgqeW2LgFQ","",2016-04-28 13:27:42.765,2016-04-28 13:27:42.765
"us9y0vwNEeWpRBJSZ0Y3Bw",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Tables are definitely displayed worse in the text box.</text></co-content>","0-JCl_nREeW3UQqDzupm-w","md0ShfqDEeWRJQquNiz-Jw",2016-04-06 15:39:20.36,2016-04-06 15:39:20.36
"xxlnFfgkEeWUlRKoMCES4w",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Morgan,</text><text>When performing 1.9 assignment, I already began adding comments. (I could see others' comments, probably because I was late with that assignment 1.9 and Technical Review by others was already going on for the same document)</text><text>So, is it OK?</text><text>I guess, I'll have to write new comments within 2.1 Technical Review for different documents?</text></co-content>","WZlqpvRHEeWhbg4BpFa_-Q","kJ_VKPXOEeW_XA7aY2erXQ",2016-04-01 16:14:14.751,2016-04-01 16:14:14.751
"pELnkPgjEeWnyw45DXyCTw",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Michal,</text><text>Where do you see 30 estimate? In the table I see 50-60 min. for 2.1 assignment. But I agree that it doesn't make sense anyway.</text></co-content>","WZlqpvRHEeWhbg4BpFa_-Q","kJ_VKPXOEeW_XA7aY2erXQ",2016-04-01 16:06:06.806,2016-04-01 16:06:16.522
"kxY6A_r_EeWhAhJG54yYkQ",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I've reflected more, and I think now, the aspect that I missed is the following: I can't see my  grade for the assignment before I make peer reviews, so I can't know for sure if my grade is sufficient for completing the Course. Is it the necessary security measure against the risk described above?</text></co-content>","aFbQbPqcEeW3UQqDzupm-w","",2016-04-05 07:25:29.598,2016-04-05 07:25:29.598
"H2bNZAbKEeaaMw44Rr_fjQ",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Explanation for Release Plan (week 3):</text><text><a href=\"https://d3c33hcgiwev3.cloudfront.net/_53f3696fb66d5f3a3520cc1cfaf529b0_Bodelian-Project---Given-Release-Plan.pdf?Expires=1461283200&amp;Signature=foWGZ1SITgoNQXNWZfRkQOULe6Qv8tlvw4hPFB9SozkUISvPsBu6YY~NrQZm9pWPkhOC-ina1RLj64iOVA70UpdSdTgi5grWLi5IoLVO1SE7hnwKIIDZs9q~wCe45IMmMUDfs1VEeAQr093Bh7QTweUVbGNhjmCYvRdtMS2nBl8_&amp;Key-Pair-Id=APKAJLTNE6QMUY6HBC5A\">https://d3c33hcgiwev3.cloudfront.net/_53f3696fb66d5f3a3520cc1cfaf529b0_Bodelian-Project---Given-Release-Plan.pdf?Expires=1461283200&amp;Signature=foWGZ1SITgoNQXNWZfRkQOULe6Qv8tlvw4hPFB9SozkUISvPsBu6YY~NrQZm9pWPkhOC-ina1RLj64iOVA70UpdSdTgi5grWLi5IoLVO1SE7hnwKIIDZs9q~wCe45IMmMUDfs1VEeAQr093Bh7QTweUVbGNhjmCYvRdtMS2nBl8_&amp;Key-Pair-Id=APKAJLTNE6QMUY6HBC5A</a></text><text/></co-content>","I_fnrQYjEeaKcgo5QGzd4w","",2016-04-20 07:33:06.137,2016-04-20 07:33:06.137
"o_0R3w1DEea44Qp49aJR6w",9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I had to reflect some time what could the first word in \"HOPM KEPT\" phrase mean, before I realized it's in Cyrillic :-)</text></co-content>","8bonfAxzEeaxsBIihWq87Q","",2016-04-28 13:18:04.662,2016-04-28 13:18:04.662
"Sq3IhR0kEeaNSw6v6KnGpw",ecf4c8761ff3f0e3365a2973dfd59a4f08194266,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Suzette,</text><text>If I were you, I would challenge the push back by identifying how hardware and software design are similar.  Things that have similar design processes, I would infer have similar management practices and your experience would be applicable.  As an example, I have a feeling your experience equates to stronger skills in requirements elicitation and critical path estimation.  I would also argue that hardware design methodology (and by inference its management) are way more mature then the equivalent in software.  After all, hardware has been around longer :-)</text></co-content>","kG74Ohr1Eea2HQ7RJsoMiQ","YCpizxvAEeaBXxJTkdMcSQ",2016-05-18 18:13:59.031,2016-05-18 18:13:59.031
"F_Uq9jiTEeaDRA5SxbW7qQ",ecf4c8761ff3f0e3365a2973dfd59a4f08194266,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>By the way, the simplest way that I found was to use LibreOffice's \"Column and Lines, Stacked columns\" chart.  With that option, you can get the work remaining, completed, and a prediction line.  I don't have access to Excel, so I don't know what would be comparable.  But LibreOffice is open source and you should be able to download it for free on any platform.\\n</text></co-content>","DSB4lzXqEea59wpyDiVD_w","",2016-06-22 16:05:09.468,2016-06-22 16:05:09.468
"GY7XCDZKEeam9Qq1mQSNeQ",ecf4c8761ff3f0e3365a2973dfd59a4f08194266,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Personally, I think having a <em>shifting x-axis</em> as a way to show a change in story points (or change in work scope) is terrible.  It isn't very intuitive at all.  The proper way to do this in my not so humble opinion is to use a burn up chart.  Oh, and it's a lot easier to create a burn up chart then a burn down chart.</text><text>But to answer your question, try using a stacked column chart.  These are easier to make and there is an example of what it looks like in the \"Review and Metrics\" class handout.\\n</text></co-content>","DSB4lzXqEea59wpyDiVD_w","",2016-06-19 18:17:36.565,2016-06-19 18:17:36.565
"OPtKe_mEEeWEAhLOZ9BW_w",c91aa3ad44549d2b88980d748e9deaa68d0e4d02,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I agree with Darryn. I have feedbacks about the user stories and I do not know if I have to take them into account for the next exercise (risk plan) or I have to create the risk plan document based on my original user stories, without the corrections or suggestions from the peer revisions.</text></co-content>","WY6FHPkVEeWTZBIrc0wCDw","",2016-04-03 10:09:59.166,2016-04-03 10:09:59.166
"0uGAng44EeaO1w7d1s7iLw",8b2c6d0d8eb563f86176244c3a4fd2d6e0462509,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I agree too.</text><text>Thank you for the specialization! </text></co-content>","A46nwQrzEeadCAokotFXQQ","",2016-04-29 18:33:10.033,2016-04-29 18:33:10.033
"94ZiFhIzEeaxsBIihWq87Q",8b2c6d0d8eb563f86176244c3a4fd2d6e0462509,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello Rana,</text><text>Thank you for the help.  I passed the class and am all set now.</text><text>I reviewed your assignment.</text><text>Good luck.</text></co-content>","qIw0cxFSEeaO1w7d1s7iLw","",2016-05-04 20:08:28.679,2016-05-04 20:08:28.679
